CO_MUNICIPIO,NOME,UF
313050,ILICINEA,MG
313055,IMBE DE MINAS,MG
313060,INCONFIDENTES,MG
313065,INDAIABIRA,MG
313070,INDIANOPOLIS,MG
313080,INGAI,MG
313090,INHAPIM,MG
313100,INHAUMA,MG
313110,INIMUTABA,MG
313115,IPABA,MG
313120,IPANEMA,MG
313130,IPATINGA,MG
313140,IPIACU,MG
313150,IPUIUNA,MG
313160,IRAI DE MINAS,MG
313170,ITABIRA,MG
313180,ITABIRINHA,MG
313190,ITABIRITO,MG
313200,ITACAMBIRA,MG
313210,ITACARAMBI,MG
313220,ITAGUARA,MG
313230,ITAIPE,MG
313240,ITAJUBA,MG
313250,ITAMARANDIBA,MG
313260,ITAMARATI DE MINAS,MG
313270,ITAMBACURI,MG
313280,ITAMBE DO MATO DENTRO,MG
313290,ITAMOGI,MG
313300,ITAMONTE,MG
313310,ITANHANDU,MG
313320,ITANHOMI,MG
313330,ITAOBIM,MG
313340,ITAPAGIPE,MG
313350,ITAPECERICA,MG
313360,ITAPEVA,MG
313370,ITATIAIUCU,MG
313375,ITAU DE MINAS,MG
313380,ITAUNA,MG
313390,ITAVERAVA,MG
313400,ITINGA,MG
313410,ITUETA,MG
313420,ITUIUTABA,MG
313430,ITUMIRIM,MG
313440,ITURAMA,MG
313450,ITUTINGA,MG
313460,JABOTICATUBAS,MG
313470,JACINTO,MG
313480,JACUI,MG
313490,JACUTINGA,MG
313500,JAGUARACU,MG
313505,JAIBA,MG
313507,JAMPRUCA,MG
313510,JANAUBA,MG
313520,JANUARIA,MG
313530,JAPARAIBA,MG
313535,JAPONVAR,MG
313540,JECEABA,MG
313545,JENIPAPO DE MINAS,MG
313550,JEQUERI,MG
313560,JEQUITAI,MG
313570,JEQUITIBA,MG
313580,JEQUITINHONHA,MG
313590,JESUANIA,MG
313600,JOAIMA,MG
313610,JOANESIA,MG
313620,JOAO MONLEVADE,MG
313630,JOAO PINHEIRO,MG
313640,JOAQUIM FELICIO,MG
313650,JORDANIA,MG
313652,JOSE GONCALVES DE MINAS,MG
313655,JOSE RAYDAN,MG
313657,JOSENOPOLIS,MG
313660,NOVA UNIAO,MG
313665,JUATUBA,MG
313670,JUIZ DE FORA,MG
313680,JURAMENTO,MG
313690,JURUAIA,MG
313695,JUVENILIA,MG
313700,LADAINHA,MG
313710,LAGAMAR,MG
313720,LAGOA DA PRATA,MG
313730,LAGOA DOS PATOS,MG
313740,LAGOA DOURADA,MG
313750,LAGOA FORMOSA,MG
313753,LAGOA GRANDE,MG
313760,LAGOA SANTA,MG
313770,LAJINHA,MG
313780,LAMBARI,MG
313790,LAMIM,MG
313800,LARANJAL,MG
313810,LASSANCE,MG
313820,LAVRAS,MG
313830,LEANDRO FERREIRA,MG
313835,LEME DO PRADO,MG
313840,LEOPOLDINA,MG
313850,LIBERDADE,MG
313860,LIMA DUARTE,MG
313862,LIMEIRA DO OESTE,MG
313865,LONTRA,MG
313867,LUISBURGO,MG
313868,LUISLANDIA,MG
313870,LUMINARIAS,MG
313880,LUZ,MG
313890,MACHACALIS,MG
313900,MACHADO,MG
313910,MADRE DE DEUS DE MINAS,MG
313920,MALACACHETA,MG
313925,MAMONAS,MG
313930,MANGA,MG
313940,MANHUACU,MG
313950,MANHUMIRIM,MG
313960,MANTENA,MG
313970,MARAVILHAS,MG
313980,MAR DE ESPANHA,MG
313990,MARIA DA FE,MG
314000,MARIANA,MG
314010,MARILAC,MG
314015,MARIO CAMPOS,MG
314020,MARIPA DE MINAS,MG
314030,MARLIERIA,MG
314040,MARMELOPOLIS,MG
314050,MARTINHO CAMPOS,MG
314053,MARTINS SOARES,MG
314055,MATA VERDE,MG
314060,MATERLANDIA,MG
314070,MATEUS LEME,MG
314080,MATIAS BARBOSA,MG
314085,MATIAS CARDOSO,MG
314090,MATIPO,MG
314100,MATO VERDE,MG
314110,MATOZINHOS,MG
314120,MATUTINA,MG
314130,MEDEIROS,MG
314140,MEDINA,MG
314150,MENDES PIMENTEL,MG
314160,MERCES,MG
314170,MESQUITA,MG
314180,MINAS NOVAS,MG
314190,MINDURI,MG
314200,MIRABELA,MG
314210,MIRADOURO,MG
314220,MIRAI,MG
314225,MIRAVANIA,MG
314230,MOEDA,MG
314240,MOEMA,MG
314250,MONJOLOS,MG
314260,MONSENHOR PAULO,MG
314270,MONTALVANIA,MG
314280,MONTE ALEGRE DE MINAS,MG
314290,MONTE AZUL,MG
314300,MONTE BELO,MG
314310,MONTE CARMELO,MG
314315,MONTE FORMOSO,MG
314320,MONTE SANTO DE MINAS,MG
314330,MONTES CLAROS,MG
314340,MONTE SIAO,MG
314345,MONTEZUMA,MG
314350,MORADA NOVA DE MINAS,MG
314360,MORRO DA GARCA,MG
314370,MORRO DO PILAR,MG
314380,MUNHOZ,MG
314390,MURIAE,MG
314400,MUTUM,MG
314410,MUZAMBINHO,MG
314420,NACIP RAYDAN,MG
314430,NANUQUE,MG
314435,NAQUE,MG
314437,NATALANDIA,MG
314440,NATERCIA,MG
314450,NAZARENO,MG
314460,NEPOMUCENO,MG
314465,NINHEIRA,MG
314467,NOVA BELEM,MG
314470,NOVA ERA,MG
314480,NOVA LIMA,MG
314490,NOVA MODICA,MG
314500,NOVA PONTE,MG
314505,NOVA PORTEIRINHA,MG
314510,NOVA RESENDE,MG
314520,NOVA SERRANA,MG
314530,NOVO CRUZEIRO,MG
314535,NOVO ORIENTE DE MINAS,MG
314537,NOVORIZONTE,MG
314540,OLARIA,MG
314545,OLHOS-D'AGUA,MG
314550,OLIMPIO NORONHA,MG
314560,OLIVEIRA,MG
314570,OLIVEIRA FORTES,MG
314580,ONCA DE PITANGUI,MG
314585,ORATORIOS,MG
314587,ORIZANIA,MG
314590,OURO BRANCO,MG
314600,OURO FINO,MG
314610,OURO PRETO,MG
314620,OURO VERDE DE MINAS,MG
314625,PADRE CARVALHO,MG
314630,PADRE PARAISO,MG
314640,PAINEIRAS,MG
314650,PAINS,MG
314655,PAI PEDRO,MG
314660,PAIVA,MG
314670,PALMA,MG
314675,PALMOPOLIS,MG
314690,PAPAGAIOS,MG
314700,PARACATU,MG
314710,PARA DE MINAS,MG
314720,PARAGUACU,MG
314730,PARAISOPOLIS,MG
314740,PARAOPEBA,MG
314750,PASSABEM,MG
314760,PASSA QUATRO,MG
314770,PASSA TEMPO,MG
314780,PASSA-VINTE,MG
314790,PASSOS,MG
314795,PATIS,MG
314800,PATOS DE MINAS,MG
314810,PATROCINIO,MG
314820,PATROCINIO DO MURIAE,MG
314830,PAULA CANDIDO,MG
314840,PAULISTAS,MG
314850,PAVAO,MG
314860,PECANHA,MG
314870,PEDRA AZUL,MG
314875,PEDRA BONITA,MG
314880,PEDRA DO ANTA,MG
314890,PEDRA DO INDAIA,MG
314900,PEDRA DOURADA,MG
314910,PEDRALVA,MG
314915,PEDRAS DE MARIA DA CRUZ,MG
314920,PEDRINOPOLIS,MG
314930,PEDRO LEOPOLDO,MG
314940,PEDRO TEIXEIRA,MG
314950,PEQUERI,MG
314960,PEQUI,MG
314970,PERDIGAO,MG
314980,PERDIZES,MG
314990,PERDOES,MG
314995,PERIQUITO,MG
315000,PESCADOR,MG
315010,PIAU,MG
315015,PIEDADE DE CARATINGA,MG
315020,PIEDADE DE PONTE NOVA,MG
315030,PIEDADE DO RIO GRANDE,MG
315040,PIEDADE DOS GERAIS,MG
315050,PIMENTA,MG
315053,PINGO-D'AGUA,MG
315057,PINTOPOLIS,MG
315060,PIRACEMA,MG
315070,PIRAJUBA,MG
315080,PIRANGA,MG
315090,PIRANGUCU,MG
315100,PIRANGUINHO,MG
315110,PIRAPETINGA,MG
315120,PIRAPORA,MG
315130,PIRAUBA,MG
315140,PITANGUI,MG
315150,PIUMHI,MG
315160,PLANURA,MG
315170,POCO FUNDO,MG
315180,POCOS DE CALDAS,MG
315190,POCRANE,MG
315200,POMPEU,MG
315210,PONTE NOVA,MG
315213,PONTO CHIQUE,MG
315217,PONTO DOS VOLANTES,MG
315220,PORTEIRINHA,MG
315230,PORTO FIRME,MG
315240,POTE,MG
315250,POUSO ALEGRE,MG
315260,POUSO ALTO,MG
315270,PRADOS,MG
315280,PRATA,MG
315290,PRATAPOLIS,MG
315300,PRATINHA,MG
315310,PRESIDENTE BERNARDES,MG
315320,PRESIDENTE JUSCELINO,MG
315330,PRESIDENTE KUBITSCHEK,MG
315340,PRESIDENTE OLEGARIO,MG
315350,ALTO JEQUITIBA,MG
315360,PRUDENTE DE MORAIS,MG
315370,QUARTEL GERAL,MG
315380,QUELUZITO,MG
315390,RAPOSOS,MG
315400,RAUL SOARES,MG
315410,RECREIO,MG
315415,REDUTO,MG
315420,RESENDE COSTA,MG
315430,RESPLENDOR,MG
315440,RESSAQUINHA,MG
315445,RIACHINHO,MG
315450,RIACHO DOS MACHADOS,MG
315460,RIBEIRAO DAS NEVES,MG
315470,RIBEIRAO VERMELHO,MG
315480,RIO ACIMA,MG
315490,RIO CASCA,MG
315500,RIO DOCE,MG
315510,RIO DO PRADO,MG
315520,RIO ESPERA,MG
315530,RIO MANSO,MG
315540,RIO NOVO,MG
315550,RIO PARANAIBA,MG
315560,RIO PARDO DE MINAS,MG
315570,RIO PIRACICABA,MG
315580,RIO POMBA,MG
315590,RIO PRETO,MG
315600,RIO VERMELHO,MG
315610,RITAPOLIS,MG
315620,ROCHEDO DE MINAS,MG
315630,RODEIRO,MG
315640,ROMARIA,MG
315645,ROSARIO DA LIMEIRA,MG
315650,RUBELITA,MG
315660,RUBIM,MG
315670,SABARA,MG
315680,SABINOPOLIS,MG
315690,SACRAMENTO,MG
315700,SALINAS,MG
315710,SALTO DA DIVISA,MG
315720,SANTA BARBARA,MG
315725,SANTA BARBARA DO LESTE,MG
315727,SANTA BARBARA DO MONTE VERDE,MG
315730,SANTA BARBARA DO TUGURIO,MG
315733,SANTA CRUZ DE MINAS,MG
315737,SANTA CRUZ DE SALINAS,MG
315740,SANTA CRUZ DO ESCALVADO,MG
315750,SANTA EFIGENIA DE MINAS,MG
315760,SANTA FE DE MINAS,MG
315765,SANTA HELENA DE MINAS,MG
315770,SANTA JULIANA,MG
315780,SANTA LUZIA,MG
315790,SANTA MARGARIDA,MG
315800,SANTA MARIA DE ITABIRA,MG
315810,SANTA MARIA DO SALTO,MG
315820,SANTA MARIA DO SUACUI,MG
315830,SANTANA DA VARGEM,MG
315840,SANTANA DE CATAGUASES,MG
315850,SANTANA DE PIRAPAMA,MG
315860,SANTANA DO DESERTO,MG
315870,SANTANA DO GARAMBEU,MG
315880,SANTANA DO JACARE,MG
315890,SANTANA DO MANHUACU,MG
315895,SANTANA DO PARAISO,MG
315900,SANTANA DO RIACHO,MG
315910,SANTANA DOS MONTES,MG
315920,SANTA RITA DE CALDAS,MG
315930,SANTA RITA DE JACUTINGA,MG
315935,SANTA RITA DE MINAS,MG
315940,SANTA RITA DE IBITIPOCA,MG
315950,SANTA RITA DO ITUETO,MG
315960,SANTA RITA DO SAPUCAI,MG
315970,SANTA ROSA DA SERRA,MG
315980,SANTA VITORIA,MG
315990,SANTO ANTONIO DO AMPARO,MG
316000,SANTO ANTONIO DO AVENTUREIRO,MG
316010,SANTO ANTONIO DO GRAMA,MG
316020,SANTO ANTONIO DO ITAMBE,MG
316030,SANTO ANTONIO DO JACINTO,MG
316040,SANTO ANTONIO DO MONTE,MG
316045,SANTO ANTONIO DO RETIRO,MG
316050,SANTO ANTONIO DO RIO ABAIXO,MG
316060,SANTO HIPOLITO,MG
316070,SANTOS DUMONT,MG
316080,SAO BENTO ABADE,MG
316090,SAO BRAS DO SUACUI,MG
316095,SAO DOMINGOS DAS DORES,MG
316100,SAO DOMINGOS DO PRATA,MG
316105,SAO FELIX DE MINAS,MG
316110,SAO FRANCISCO,MG
316120,SAO FRANCISCO DE PAULA,MG
316130,SAO FRANCISCO DE SALES,MG
316140,SAO FRANCISCO DO GLORIA,MG
316150,SAO GERALDO,MG
316160,SAO GERALDO DA PIEDADE,MG
316165,SAO GERALDO DO BAIXIO,MG
316170,SAO GONCALO DO ABAETE,MG
316180,SAO GONCALO DO PARA,MG
316190,SAO GONCALO DO RIO ABAIXO,MG
316200,SAO GONCALO DO SAPUCAI,MG
316210,SAO GOTARDO,MG
316220,SAO JOAO BATISTA DO GLORIA,MG
316225,SAO JOAO DA LAGOA,MG
316230,SAO JOAO DA MATA,MG
316240,SAO JOAO DA PONTE,MG
316245,SAO JOAO DAS MISSOES,MG
316250,SAO JOAO DEL REI,MG
316255,SAO JOAO DO MANHUACU,MG
316257,SAO JOAO DO MANTENINHA,MG
316260,SAO JOAO DO ORIENTE,MG
316265,SAO JOAO DO PACUI,MG
316270,SAO JOAO DO PARAISO,MG
316280,SAO JOAO EVANGELISTA,MG
316290,SAO JOAO NEPOMUCENO,MG
316292,SAO JOAQUIM DE BICAS,MG
316294,SAO JOSE DA BARRA,MG
316295,SAO JOSE DA LAPA,MG
316300,SAO JOSE DA SAFIRA,MG
316310,SAO JOSE DA VARGINHA,MG
316320,SAO JOSE DO ALEGRE,MG
316330,SAO JOSE DO DIVINO,MG
316340,SAO JOSE DO GOIABAL,MG
316350,SAO JOSE DO JACURI,MG
316360,SAO JOSE DO MANTIMENTO,MG
316370,SAO LOURENCO,MG
316380,SAO MIGUEL DO ANTA,MG
316390,SAO PEDRO DA UNIAO,MG
316400,SAO PEDRO DOS FERROS,MG
316410,SAO PEDRO DO SUACUI,MG
316420,SAO ROMAO,MG
316430,SAO ROQUE DE MINAS,MG
316440,SAO SEBASTIAO DA BELA VISTA,MG
316443,SAO SEBASTIAO DA VARGEM ALEGRE,MG
316447,SAO SEBASTIAO DO ANTA,MG
316450,SAO SEBASTIAO DO MARANHAO,MG
316460,SAO SEBASTIAO DO OESTE,MG
316470,SAO SEBASTIAO DO PARAISO,MG
316480,SAO SEBASTIAO DO RIO PRETO,MG
316490,SAO SEBASTIAO DO RIO VERDE,MG
316500,SAO TIAGO,MG
316510,SAO TOMAS DE AQUINO,MG
316520,SAO THOME DAS LETRAS,MG
316530,SAO VICENTE DE MINAS,MG
316540,SAPUCAI-MIRIM,MG
316550,SARDOA,MG
316553,SARZEDO,MG
316555,SETUBINHA,MG
316556,SEM-PEIXE,MG
316557,SENADOR AMARAL,MG
316560,SENADOR CORTES,MG
316570,SENADOR FIRMINO,MG
316580,SENADOR JOSE BENTO,MG
316590,SENADOR MODESTINO GONCALVES,MG
316600,SENHORA DE OLIVEIRA,MG
316610,SENHORA DO PORTO,MG
316620,SENHORA DOS REMEDIOS,MG
316630,SERICITA,MG
316640,SERITINGA,MG
316650,SERRA AZUL DE MINAS,MG
316660,SERRA DA SAUDADE,MG
316670,SERRA DOS AIMORES,MG
316680,SERRA DO SALITRE,MG
316690,SERRANIA,MG
316695,SERRANOPOLIS DE MINAS,MG
316700,SERRANOS,MG
316710,SERRO,MG
316720,SETE LAGOAS,MG
316730,SILVEIRANIA,MG
316740,SILVIANOPOLIS,MG
316750,SIMAO PEREIRA,MG
316760,SIMONESIA,MG
316770,SOBRALIA,MG
316780,SOLEDADE DE MINAS,MG
316790,TABULEIRO,MG
316800,TAIOBEIRAS,MG
316805,TAPARUBA,MG
316810,TAPIRA,MG
316820,TAPIRAI,MG
316830,TAQUARACU DE MINAS,MG
316840,TARUMIRIM,MG
316850,TEIXEIRAS,MG
316860,TEOFILO OTONI,MG
316870,TIMOTEO,MG
316880,TIRADENTES,MG
316890,TIROS,MG
316900,TOCANTINS,MG
316905,TOCOS DO MOJI,MG
316910,TOLEDO,MG
316920,TOMBOS,MG
316930,TRES CORACOES,MG
316935,TRES MARIAS,MG
316940,TRES PONTAS,MG
316950,TUMIRITINGA,MG
316960,TUPACIGUARA,MG
316970,TURMALINA,MG
316980,TURVOLANDIA,MG
316990,UBA,MG
317000,UBAI,MG
317005,UBAPORANGA,MG
317010,UBERABA,MG
317020,UBERLANDIA,MG
317030,UMBURATIBA,MG
317040,UNAI,MG
317043,UNIAO DE MINAS,MG
317047,URUANA DE MINAS,MG
317050,URUCANIA,MG
317052,URUCUIA,MG
317057,VARGEM ALEGRE,MG
317060,VARGEM BONITA,MG
317065,VARGEM GRANDE DO RIO PARDO,MG
317070,VARGINHA,MG
317075,VARJAO DE MINAS,MG
317080,VARZEA DA PALMA,MG
317090,VARZELANDIA,MG
317100,VAZANTE,MG
317103,VERDELANDIA,MG
317107,VEREDINHA,MG
317110,VERISSIMO,MG
317115,VERMELHO NOVO,MG
317120,VESPASIANO,MG
317130,VICOSA,MG
317140,VIEIRAS,MG
317150,MATHIAS LOBATO,MG
317160,VIRGEM DA LAPA,MG
317170,VIRGINIA,MG
317180,VIRGINOPOLIS,MG
317190,VIRGOLANDIA,MG
317200,VISCONDE DO RIO BRANCO,MG
317210,VOLTA GRANDE,MG
317220,WENCESLAU BRAZ,MG
320010,AFONSO CLAUDIO,ES
320013,AGUIA BRANCA,ES
320016,AGUA DOCE DO NORTE,ES
320020,ALEGRE,ES
320030,ALFREDO CHAVES,ES
320035,ALTO RIO NOVO,ES
320040,ANCHIETA,ES
320050,APIACA,ES
320060,ARACRUZ,ES
320070,ATILIO VIVACQUA,ES
320080,BAIXO GUANDU,ES
320090,BARRA DE SAO FRANCISCO,ES
320100,BOA ESPERANCA,ES
320110,BOM JESUS DO NORTE,ES
320115,BREJETUBA,ES
320120,CACHOEIRO DE ITAPEMIRIM,ES
320130,CARIACICA,ES
320140,CASTELO,ES
320150,COLATINA,ES
320160,CONCEICAO DA BARRA,ES
320170,CONCEICAO DO CASTELO,ES
320180,DIVINO DE SAO LOURENCO,ES
320190,DOMINGOS MARTINS,ES
320200,DORES DO RIO PRETO,ES
320210,ECOPORANGA,ES
320220,FUNDAO,ES
320225,GOVERNADOR LINDENBERG,ES
320230,GUACUI,ES
320240,GUARAPARI,ES
320245,IBATIBA,ES
320250,IBIRACU,ES
320255,IBITIRAMA,ES
320260,ICONHA,ES
320265,IRUPI,ES
320270,ITAGUACU,ES
320280,ITAPEMIRIM,ES
320290,ITARANA,ES
320300,IUNA,ES
320305,JAGUARE,ES
320310,JERONIMO MONTEIRO,ES
320313,JOAO NEIVA,ES
320316,LARANJA DA TERRA,ES
320320,LINHARES,ES
320330,MANTENOPOLIS,ES
320332,MARATAIZES,ES
320334,MARECHAL FLORIANO,ES
320335,MARILANDIA,ES
320340,MIMOSO DO SUL,ES
320350,MONTANHA,ES
320360,MUCURICI,ES
320370,MUNIZ FREIRE,ES
320380,MUQUI,ES
320390,NOVA VENECIA,ES
320400,PANCAS,ES
320405,PEDRO CANARIO,ES
320410,PINHEIROS,ES
320420,PIUMA,ES
320425,PONTO BELO,ES
320430,PRESIDENTE KENNEDY,ES
320435,RIO BANANAL,ES
320440,RIO NOVO DO SUL,ES
320450,SANTA LEOPOLDINA,ES
320455,SANTA MARIA DE JETIBA,ES
320460,SANTA TERESA,ES
320465,SAO DOMINGOS DO NORTE,ES
320470,SAO GABRIEL DA PALHA,ES
320480,SAO JOSE DO CALCADO,ES
320490,SAO MATEUS,ES
320495,SAO ROQUE DO CANAA,ES
320500,SERRA,ES
320501,SOORETAMA,ES
320503,VARGEM ALTA,ES
320506,VENDA NOVA DO IMIGRANTE,ES
320510,VIANA,ES
320515,VILA PAVAO,ES
320517,VILA VALERIO,ES
320520,VILA VELHA,ES
320530,VITORIA,ES
330010,ANGRA DOS REIS,RJ
330015,APERIBE,RJ
330020,ARARUAMA,RJ
330022,AREAL,RJ
330023,ARMACAO DOS BUZIOS,RJ
330025,ARRAIAL DO CABO,RJ
330030,BARRA DO PIRAI,RJ
330040,BARRA MANSA,RJ
330045,BELFORD ROXO,RJ
330050,BOM JARDIM,RJ
330060,BOM JESUS DO ITABAPOANA,RJ
330070,CABO FRIO,RJ
330080,CACHOEIRAS DE MACACU,RJ
330090,CAMBUCI,RJ
330093,CARAPEBUS,RJ
330095,COMENDADOR LEVY GASPARIAN,RJ
330100,CAMPOS DOS GOYTACAZES,RJ
330110,CANTAGALO,RJ
330115,CARDOSO MOREIRA,RJ
330120,CARMO,RJ
330130,CASIMIRO DE ABREU,RJ
330140,CONCEICAO DE MACABU,RJ
330150,CORDEIRO,RJ
330160,DUAS BARRAS,RJ
330170,DUQUE DE CAXIAS,RJ
330180,ENGENHEIRO PAULO DE FRONTIN,RJ
330185,GUAPIMIRIM,RJ
330187,IGUABA GRANDE,RJ
330190,ITABORAI,RJ
330200,ITAGUAI,RJ
330205,ITALVA,RJ
330210,ITAOCARA,RJ
330220,ITAPERUNA,RJ
330225,ITATIAIA,RJ
330227,JAPERI,RJ
330230,LAJE DO MURIAE,RJ
330240,MACAE,RJ
330245,MACUCO,RJ
330250,MAGE,RJ
330260,MANGARATIBA,RJ
330270,MARICA,RJ
330280,MENDES,RJ
330285,MESQUITA,RJ
330290,MIGUEL PEREIRA,RJ
330300,MIRACEMA,RJ
330310,NATIVIDADE,RJ
330320,NILOPOLIS,RJ
330330,NITEROI,RJ
330340,NOVA FRIBURGO,RJ
330350,NOVA IGUACU,RJ
330360,PARACAMBI,RJ
330370,PARAIBA DO SUL,RJ
330380,PARATI,RJ
330385,PATY DO ALFERES,RJ
330390,PETROPOLIS,RJ
330395,PINHEIRAL,RJ
330400,PIRAI,RJ
330410,PORCIUNCULA,RJ
330411,PORTO REAL,RJ
330412,QUATIS,RJ
330414,QUEIMADOS,RJ
330415,QUISSAMA,RJ
330420,RESENDE,RJ
330430,RIO BONITO,RJ
330440,RIO CLARO,RJ
330450,RIO DAS FLORES,RJ
330452,RIO DAS OSTRAS,RJ
330455,RIO DE JANEIRO,RJ
330460,SANTA MARIA MADALENA,RJ
330470,SANTO ANTONIO DE PADUA,RJ
330475,SAO FRANCISCO DE ITABAPOANA,RJ
330480,SAO FIDELIS,RJ
330490,SAO GONCALO,RJ
330500,SAO JOAO DA BARRA,RJ
330510,SAO JOAO DE MERITI,RJ
330513,SAO JOSE DE UBA,RJ
330515,SAO JOSE DO VALE DO RIO PRETO,RJ
330520,SAO PEDRO DA ALDEIA,RJ
330530,SAO SEBASTIAO DO ALTO,RJ
330540,SAPUCAIA,RJ
330550,SAQUAREMA,RJ
330555,SEROPEDICA,RJ
330560,SILVA JARDIM,RJ
330570,SUMIDOURO,RJ
330575,TANGUA,RJ
330580,TERESOPOLIS,RJ
330590,TRAJANO DE MORAIS,RJ
330600,TRES RIOS,RJ
330610,VALENCA,RJ
330615,VARRE-SAI,RJ
330620,VASSOURAS,RJ
330630,VOLTA REDONDA,RJ
350010,ADAMANTINA,SP
350020,ADOLFO,SP
350030,AGUAI,SP
350040,AGUAS DA PRATA,SP
350050,AGUAS DE LINDOIA,SP
350055,AGUAS DE SANTA BARBARA,SP
350060,AGUAS DE SAO PEDRO,SP
350070,AGUDOS,SP
350075,ALAMBARI,SP
350080,ALFREDO MARCONDES,SP
350090,ALTAIR,SP
350100,ALTINOPOLIS,SP
350110,ALTO ALEGRE,SP
350115,ALUMINIO,SP
350120,ALVARES FLORENCE,SP
350130,ALVARES MACHADO,SP
350140,ALVARO DE CARVALHO,SP
350150,ALVINLANDIA,SP
350160,AMERICANA,SP
350170,AMERICO BRASILIENSE,SP
350180,AMERICO DE CAMPOS,SP
350190,AMPARO,SP
350200,ANALANDIA,SP
350210,ANDRADINA,SP
350220,ANGATUBA,SP
350230,ANHEMBI,SP
350240,ANHUMAS,SP
350250,APARECIDA,SP
350260,APARECIDA D'OESTE,SP
350270,APIAI,SP
350275,ARACARIGUAMA,SP
350280,ARACATUBA,SP
350290,ARACOIABA DA SERRA,SP
350300,ARAMINA,SP
350310,ARANDU,SP
350315,ARAPEI,SP
350320,ARARAQUARA,SP
350330,ARARAS,SP
350335,ARCO-IRIS,SP
350340,AREALVA,SP
350350,AREIAS,SP
350360,AREIOPOLIS,SP
350370,ARIRANHA,SP
350380,ARTUR NOGUEIRA,SP
350390,ARUJA,SP
350395,ASPASIA,SP
350400,ASSIS,SP
350410,ATIBAIA,SP
350420,AURIFLAMA,SP
350430,AVAI,SP
350440,AVANHANDAVA,SP
350450,AVARE,SP
350460,BADY BASSITT,SP
350470,BALBINOS,SP
350480,BALSAMO,SP
350490,BANANAL,SP
350500,BARAO DE ANTONINA,SP
350510,BARBOSA,SP
350520,BARIRI,SP
350530,BARRA BONITA,SP
350535,BARRA DO CHAPEU,SP
350540,BARRA DO TURVO,SP
350550,BARRETOS,SP
350560,BARRINHA,SP
350570,BARUERI,SP
350580,BASTOS,SP
350590,BATATAIS,SP
350600,BAURU,SP
350610,BEBEDOURO,SP
350620,BENTO DE ABREU,SP
350630,BERNARDINO DE CAMPOS,SP
350635,BERTIOGA,SP
350640,BILAC,SP
350650,BIRIGUI,SP
350660,BIRITIBA-MIRIM,SP
350670,BOA ESPERANCA DO SUL,SP
350680,BOCAINA,SP
350690,BOFETE,SP
350700,BOITUVA,SP
350710,BOM JESUS DOS PERDOES,SP
350715,BOM SUCESSO DE ITARARE,SP
350720,BORA,SP
350730,BORACEIA,SP
350740,BORBOREMA,SP
350745,BOREBI,SP
350750,BOTUCATU,SP
350760,BRAGANCA PAULISTA,SP
350770,BRAUNA,SP
350775,BREJO ALEGRE,SP
350780,BRODOWSKI,SP
350790,BROTAS,SP
350800,BURI,SP
350810,BURITAMA,SP
350820,BURITIZAL,SP
350830,CABRALIA PAULISTA,SP
350840,CABREUVA,SP
350850,CACAPAVA,SP
350860,CACHOEIRA PAULISTA,SP
350870,CACONDE,SP
350880,CAFELANDIA,SP
350890,CAIABU,SP
350900,CAIEIRAS,SP
350910,CAIUA,SP
350920,CAJAMAR,SP
350925,CAJATI,SP
350930,CAJOBI,SP
350940,CAJURU,SP
350945,CAMPINA DO MONTE ALEGRE,SP
350950,CAMPINAS,SP
350960,CAMPO LIMPO PAULISTA,SP
350970,CAMPOS DO JORDAO,SP
350980,CAMPOS NOVOS PAULISTA,SP
350990,CANANEIA,SP
350995,CANAS,SP
351000,CANDIDO MOTA,SP
351010,CANDIDO RODRIGUES,SP
351015,CANITAR,SP
351020,CAPAO BONITO,SP
351030,CAPELA DO ALTO,SP
351040,CAPIVARI,SP
351050,CARAGUATATUBA,SP
351060,CARAPICUIBA,SP
351070,CARDOSO,SP
351080,CASA BRANCA,SP
351090,CASSIA DOS COQUEIROS,SP
351100,CASTILHO,SP
351110,CATANDUVA,SP
351120,CATIGUA,SP
351130,CEDRAL,SP
351140,CERQUEIRA CESAR,SP
351150,CERQUILHO,SP
351160,CESARIO LANGE,SP
351170,CHARQUEADA,SP
351190,CLEMENTINA,SP
351200,COLINA,SP
351210,COLOMBIA,SP
351220,CONCHAL,SP
351230,CONCHAS,SP
351240,CORDEIROPOLIS,SP
351250,COROADOS,SP
351260,CORONEL MACEDO,SP
351270,CORUMBATAI,SP
351280,COSMOPOLIS,SP
351290,COSMORAMA,SP
351300,COTIA,SP
351310,CRAVINHOS,SP
351320,CRISTAIS PAULISTA,SP
351330,CRUZALIA,SP
351340,CRUZEIRO,SP
351350,CUBATAO,SP
351360,CUNHA,SP
351370,DESCALVADO,SP
351380,DIADEMA,SP
351385,DIRCE REIS,SP
351390,DIVINOLANDIA,SP
351400,DOBRADA,SP
351410,DOIS CORREGOS,SP
351420,DOLCINOPOLIS,SP
351430,DOURADO,SP
351440,DRACENA,SP
351450,DUARTINA,SP
351460,DUMONT,SP
351470,ECHAPORA,SP
351480,ELDORADO,SP
351490,ELIAS FAUSTO,SP
351492,ELISIARIO,SP
351495,EMBAUBA,SP
351500,EMBU DAS ARTES,SP
351510,EMBU-GUACU,SP
351512,EMILIANOPOLIS,SP
351515,ENGENHEIRO COELHO,SP
351518,ESPIRITO SANTO DO PINHAL,SP
351519,ESPIRITO SANTO DO TURVO,SP
351520,ESTRELA D'OESTE,SP
351530,ESTRELA DO NORTE,SP
